Titre,Lien_du_titre,Date,Lieux,Prix
Writing for Wellness with Justine Carbery SOLD OUT,https://www.eventbrite.ie/e/writing-for-wellness-with-justine-carbery-sold-out-tickets-674559725297?aff=ebdssbdestsearch,"ven. 17 nov., 10:00",An Diseart,"86,78 €"
Handmademarkt meets Klub-Festival by pue,https://www.eventbrite.de/e/handmademarkt-meets-klub-festival-by-pue-tickets-713248705077?aff=ebdssbdestsearch,samedi prochain à 15:00,Mobilat,"52,32 €"
An Evening with Rachel Gorry in aid of Cancer Care West,https://www.eventbrite.ie/e/an-evening-with-rachel-gorry-in-aid-of-cancer-care-west-tickets-712860885097?aff=ebdssbdestsearch,"ven. 3 nov., 19:00",Hyde Bar Galway,"86,78 €"
PREMIO IN/ARCHITETTURA,https://www.eventbrite.it/e/registrazione-premio-inarchitettura-732150420617?aff=ebdssbdestsearch,vendredi prochain à 14:30,Aula Magna Cavallerizza Università Di Torino,"0,00 €"
BEN L´  ONCLE SOUL en Barcelona,https://www.eventbrite.es/e/entradas-ben-l-oncle-soul-en-barcelona-670666540677?aff=ebdssbdestsearch,"jeu. 16 nov., 21:00",Sala La Nau,"27,36 €"
URKRAFT,https://www.eventbrite.de/e/urkraft-tickets-657462236247?aff=ebdssbdestsearch,"dim. 5 nov., 19:00",Restaurant Macionga,"222,00 €"
Isagenix Academy - Graz,https://www.eventbrite.co.uk/e/isagenix-academy-graz-tickets-704621230067?aff=ebdssbdestsearch,"sam. 4 nov., 10:30",Restaurant nullneun,"15,00 €"
PJ Gallagher in conversation with Aoife Barry,https://www.eventbrite.ie/e/pj-gallagher-in-conversation-with-aoife-barry-tickets-717023605907?aff=ebdssbdestsearch,"sam. 11 nov., 20:15",Glass Mask Theatre,"11,70 €"
Coty. Ein Blick hinter die Kulissen eines der größten Kosmetikunternehmen,https://www.eventbrite.de/e/coty-ein-blick-hinter-die-kulissen-eines-der-groten-kosmetikunternehmen-tickets-717381155347?aff=ebdssbdestsearch,"lun. 30 oct., 18:30",Coty Beauty Germany GmbH,"0,00 €"
Hackathon de Emprendimiento 'Transformando Realidades',https://www.eventbrite.es/e/entradas-hackathon-de-emprendimiento-transformando-realidades-733568943457?aff=ebdssbdestsearch,vendredi prochain à 11:00,Dirección Provincial del Instituto Andaluz de la Juventud de Córdoba,Libre
AL CENTRO DI ROMA. Carlo Pisacane: morire per l’Italia,https://www.eventbrite.com/e/biglietti-al-centro-di-roma-carlo-pisacane-morire-per-litalia-533316272327?aff=ebdssbdestsearch,jeudi prochain à 18:00,Palazzo Venezia,Libre
Gov Jam - Berlin,https://www.eventbrite.co.uk/e/gov-jam-berlin-tickets-719767382617?aff=ebdssbdestsearch,"ven. 17 nov., 17:30",Spiced Academy,"95,00 €"
Wolves Halloween Basketball Camp,https://www.eventbrite.ie/e/wolves-halloween-basketball-camp-tickets-728581345417?aff=ebdssbdestsearch,"mar. 31 oct., 10:00",Ballymakenny College,"65,00 €"
"""Creating Green and Thriving Neighbourhoods"" - Workshop, F4C",https://www.eventbrite.it/e/biglietti-creating-green-and-thriving-neighbourhoods-workshop-f4c-731058534757?aff=ebdssbdestsearch,jeudi prochain à 09:30,BASE Milano,Libre
"Engage Conference + UPA: Advanced TV, la Video Convergenza",https://www.eventbrite.it/e/biglietti-engage-conference-upa-advanced-tv-la-video-convergenza-679355579827?aff=ebdssbdestsearch,demain à 09:00,Palazzo Mezzanotte,Libre
Wyeth Reünie,https://www.eventbrite.nl/e/tickets-wyeth-reunie-681544296337?aff=ebdssbdestsearch,"sam. 28 oct., 16:30",House of Watt,"34,00 €"
CATCH OF THE DAY mit VDP.Weingut Künstler,https://www.eventbrite.de/e/catch-of-the-day-mit-vdpweingut-kunstler-tickets-662309544677?aff=ebdssbdestsearch,"sam. 11 nov., 13:00",der Weinlobbyist – Bistro & Weinbar,"69,00 €"
Real Talks.Art Halloween,https://www.eventbrite.nl/e/real-talksart-halloween-tickets-730412402157?aff=ebdssbdestsearch,"sam. 28 oct., 18:30",Bad Bobs Temple Bar,"11,70 €"
Speed Dating Age 55-65 MEN SOLD OUT. 2 LADIES PLACES LEFT,https://www.eventbrite.se/e/speed-dating-age-55-65-men-sold-out-2-ladies-places-left-tickets-703186779587?aff=ebdssbdestsearch,demain à 20:00,THE 51 BAR,"36,14 €"
Cataldi classico alla Sapienza,https://www.eventbrite.it/e/biglietti-cataldi-classico-alla-sapienza-734841098507?aff=ebdssbdestsearch,demain à 10:00,Istituto Centrale per il Restauro,Libre
"Premiera filmului VARVARA în Dublin, IRLANDA",https://www.eventbrite.co.uk/e/premiera-filmului-varvara-in-dublin-irlanda-tickets-715389488217?aff=ebdssbdestsearch,"dim. 29 oct., 14:30",Light House Cinema,"26,64 €"
Megamarsch 50/12 Dresden 2024,https://www.eventbrite.de/e/megamarsch-5012-dresden-2024-tickets-575868136097?aff=ebdssbdestsearch,"sam. 9 mars, 07:30",Rollschnelllaufbahn am Sportpark Ostra (Diese Straße ist ein Rad- und Fußweg und somit nicht mit dem Auto befahrbar! ),"63,75 €"
Sliabh Luachra Repertoire Workshop - Paudie O'Connor (All Instruments),https://www.eventbrite.ie/e/sliabh-luachra-repertoire-workshop-paudie-oconnor-all-instruments-tickets-709240175457?aff=ebdssbdestsearch,samedi prochain à 11:00,St Patrick’s Secondary School,"17,07 €"
Brand Revolution - 26 e 27 ottobre,https://www.eventbrite.it/e/biglietti-brand-revolution-26-e-27-ottobre-717675385397?aff=ebdssbdestsearch,jeudi prochain à 10:00,Garage 21,"0,00 €"
The Stinging Fly - This So-Called Writing Life,https://www.eventbrite.ie/e/the-stinging-fly-this-so-called-writing-life-tickets-715173973607?aff=ebdssbdestsearch,"sam. 11 nov., 13:15",Chester Beatty,"9,55 €"
Expedition Arbeit Basecamp Hamburg,https://www.eventbrite.de/e/expedition-arbeit-basecamp-hamburg-tickets-680886629237?aff=ebdssbdestsearch,"sam. 4 nov., 09:00",d.vinci HR-Systems GmbH,"62,70 €"
Edu Schmidt (ex líder de Árbol) en Amsterdam,https://www.eventbrite.com/e/edu-schmidt-ex-lider-de-arbol-en-amsterdam-tickets-722014012347?aff=ebdssbdestsearch,"mar. 14 nov., 19:00","Buurtgebouw Henrick de Keijser (HdK), Henrick de Keijserplein, Amsterdam, Netherlands","16,92 €"
Focus Live 2023 - 4 novembre dalle 14.00 alle 20.00,https://www.eventbrite.it/e/biglietti-focus-live-2023-4-novembre-dalle-1400-alle-2000-737887520437?aff=ebdssbdestsearch,"sam. 4 nov., 14:00",Museo Nazionale della Scienza e della Tecnologia Leonardo da Vinci,Libre
True Collins,https://www.eventbrite.de/e/true-collins-tickets-678019022147?aff=ebdssbdestsearch,"sam. 2 déc., 22:00",Spielbank Hamburg - Casino Esplanade,"6,27 €"
KLANGPHONICS • Techno. Live. • Wien,https://www.eventbrite.com/e/klangphonics-techno-live-wien-tickets-669047548227?aff=ebdssbdestsearch,jeudi prochain à 20:00,Flex,"32,67 €"
ASH,https://www.eventbrite.ie/e/ash-tickets-706226010007?aff=ebdssbdestsearch,"sam. 16 déc., 19:00",Cyprus Avenue,"27,50 €"
Festival Liricheggiando,https://www.eventbrite.com/e/biglietti-festival-liricheggiando-717944189397?aff=ebdssbdestsearch,"sam. 28 oct., 21:00 + 3 en plus",Auditorium San Michele Città di Selvazzano Dentro,"5,48 €"
"Safeguarding 1 Online Workshop, Child Protection",https://www.eventbrite.ie/e/safeguarding-1-online-workshop-child-protection-tickets-740054040557?aff=ebdssbdestsearch,"mer. 8 nov., 18:30",Online via ZOOM,"20,00 €"
Café de l'emploi à Berlin le jeudi 9  novembre,https://www.eventbrite.fr/e/billets-cafe-de-lemploi-a-berlin-le-jeudi-9-novembre-728262632137?aff=ebdssbdestsearch,"jeu. 9 nov., 10:00",Friedrichstraße 62,"0,00 €"
TUM IDEAward 2023,https://www.eventbrite.de/e/tum-ideaward-2023-registration-722075175287?aff=ebdssbdestsearch,"jeu. 30 nov., 18:00",Foyer Audimax,Libre
SDD Satellite Cardiff 2023,https://www.eventbrite.nl/e/sdd-satellite-cardiff-2023-tickets-731395913867?aff=ebdssbdestsearch,mardi prochain à 17:00,"Betty Campbell Studio, BBC Cymru Wales",Libre
TEB Allstars Benefizkonzert 2023 - SITZPLÄTZE,https://www.eventbrite.de/e/teb-allstars-benefizkonzert-2023-sitzplatze-tickets-731855849547?aff=ebdssbdestsearch,"ven. 1 déc., 20:00",Schillerhalle Dettingen/Erms,"31,01 €"
Intoxica presents: Pagan,https://www.eventbrite.com/e/intoxica-presents-pagan-tickets-735493519917?aff=ebdssbdestsearch,"mar. 31 oct., 19:00",An Spailpín Fánach,"11,70 €"
Using Practical Product OKRs for Measuring Strategic Progress,https://www.eventbrite.de/e/using-practical-product-okrs-for-measuring-strategic-progress-tickets-540898280317?aff=ebdssbdestsearch,"mar. 7 nov., 09:00",STARTPLATZ,"712,81 €"
Agriculture and Climate Change – Science into Action Conference,https://www.eventbrite.ie/e/agriculture-and-climate-change-science-into-action-conference-tickets-717406300557?aff=ebdssbdestsearch,"mer. 15 nov., 09:00",Aviva Stadium,Libre
AFTER DARK - Halloween Party in der Buntweberei,https://www.eventbrite.de/e/after-dark-halloween-party-in-der-buntweberei-tickets-732692501997?aff=ebdssbdestsearch,"mar. 31 oct., 22:00",Buntweberei,"10,65 €"
FOA BCN: JUNGLE,https://www.eventbrite.es/e/entradas-foa-bcn-jungle-681438981337?aff=ebdssbdestsearch,mardi prochain à 08:30,Cinesa Diagonal,"39,00 €"
Incubateurs Day,https://www.eventbrite.fr/e/billets-incubateurs-day-728157688247?aff=ebdssbdestsearch,"mer. 8 nov., 09:30",2 Pl. de la Bourse,Libre
Sleepy Hollow @ Madden's,https://www.eventbrite.ie/e/sleepy-hollow-maddens-tickets-737990859527?aff=ebdssbdestsearch,"sam. 28 oct., 19:00",Maddens,"10,00 €"
International Vascular Cork Course 2023,https://www.eventbrite.ie/e/international-vascular-cork-course-2023-tickets-657565675637?aff=ebdssbdestsearch,"jeu. 9 nov., 08:30",ASSERT Centre,"1 350,00 €"
TakeItOffline -  Bulgaria,https://www.eventbrite.co.uk/e/takeitoffline-bulgaria-tickets-639320052487?aff=ebdssbdestsearch,"ven. 10 nov., 10:30","Сити стейдж - музика, бар и храна","102,46 €"
Cercle de paroles sur la santé mentale,https://www.eventbrite.fr/e/billets-cercle-de-paroles-sur-la-sante-mentale-729365631237?aff=ebdssbdestsearch,samedi prochain à 14:30,LIBRAIRIE A SOI.E,Vérifier le prix du billet sur l'événement
SALON F // Female Founders Frühstück im Oktober,https://www.eventbrite.de/e/salon-f-female-founders-fruhstuck-im-oktober-tickets-733384632177?aff=ebdssbdestsearch,mardi prochain à 10:00,SALON F - Club & Coworking für Frauen,"30,13 €"
Adolescencia: el arte de dar confianza basada en los hechos. Roberto Aguado,https://www.eventbrite.es/e/entradas-adolescencia-el-arte-de-dar-confianza-basada-en-los-hechos-roberto-aguado-680779940127?aff=ebdssbdestsearch,"jeu. 9 nov., 18:00",Iglesia de Nuestra Señora del Carmen,Libre
2tonnes - Atelier à PARIS (75011),https://www.eventbrite.fr/e/billets-2tonnes-atelier-a-paris-75011-733339497177?aff=ebdssbdestsearch,"lun. 30 oct., 19:00",Les Berthom,Vérifier le prix du billet sur l'événement
Ascolta il tuo lavoro in studio,https://www.eventbrite.it/e/biglietti-ascolta-il-tuo-lavoro-in-studio-717730139167?aff=ebdssbdestsearch,mardi prochain à 14:00 + 8 en plus,"Via Ponte di Legno, 6",Libre
Jan Carson and Suad Aldarra in Conversation,https://www.eventbrite.ie/e/jan-carson-and-suad-aldarra-in-conversation-tickets-693688881117?aff=ebdssbdestsearch,"sam. 18 nov., 16:30",An Díseart,"13,85 €"
African Ball 2023,https://www.eventbrite.com/e/african-ball-2023-tickets-718425007537?aff=ebdssbdestsearch,vendredi prochain à 23:00,Vooruit,"14,95 €"
Ansia e stress nella società di oggi: star bene è diventato difficile?,https://www.eventbrite.it/e/biglietti-ansia-e-stress-nella-societa-di-oggi-star-bene-e-diventato-difficile-734622233877?aff=ebdssbdestsearch,"Palazzo Castiglioni, Sala Colucci",,Libre
Miscelazione avanzata,https://www.eventbrite.it/e/biglietti-miscelazione-avanzata-717112662277?aff=ebdssbdestsearch,"lun. 30 oct., 09:30",Timossi Beverage & Food Solution,"400,00 €"
"JOSÉ JAMES Sings Badu ""On & On"" // BENNY SINGS en",https://www.eventbrite.es/e/entradas-jose-james-sings-badu-on-on-benny-sings-en-654995688737?aff=ebdssbdestsearch,"jeu. 2 nov., 20:30",Sala Paral·lel 62,"26,36 €"
"„Schluss mit dem YEAH, YEAH, YEAH?“ Die BEATLES und die DDR",https://www.eventbrite.de/e/schluss-mit-dem-yeah-yeah-yeah-die-beatles-und-die-ddr-tickets-675849031647?aff=ebdssbdestsearch,demain à 19:30,Kesselhaus in der Kulturbrauerei,"27,14 €"
NVA-Autismecongres 2023 in samenwerking met het NAR,https://www.eventbrite.nl/e/tickets-nva-autismecongres-2023-in-samenwerking-met-het-nar-706060815907?aff=ebdssbdestsearch,"sam. 11 nov., 09:30",Vrije Universiteit Amsterdam,"39,00 €"
"Twintig jaar beeldende kunst in Suriname, 1975- 1995",https://www.eventbrite.nl/e/twintig-jaar-beeldende-kunst-in-suriname-1975-1995-tickets-736309400237?aff=ebdssbdestsearch,"ven. 10 nov., 20:30",Arti et Amicitiae,"0,00 €"
"Sam | Voorstelling 3 - zaterdag 4 november, 20u",https://www.eventbrite.be/e/tickets-sam-voorstelling-3-zaterdag-4-november-20u-714640447817?aff=ebdssbdestsearch,"sam. 4 nov., 20:00",Gemeentelijk Ontmoetingscentrum Lotenhulle,"10,00 €"
International Stand Up Comedy @QBus Club Leiden,https://www.eventbrite.nl/e/international-stand-up-comedy-qbus-club-leiden-tickets-663422182607?aff=ebdssbdestsearch,vendredi prochain à 20:30,Qbus Club,"14,30 €"
NoBullshit Talk  #13 |  Eduardo Ortiz  - Co-Founder & CEO de Fuell,https://www.eventbrite.es/e/entradas-nobullshit-talk-13-eduardo-ortiz-co-founder-ceo-de-fuell-568176249457?aff=ebdssbdestsearch,jeudi prochain à 19:00,OneCoWork Catedral | Barcelona Coworking,"0,00 €"
Le Petit-Déj' des Inspirantes Wapi  |  networking,https://www.eventbrite.be/e/billets-le-petit-dej-des-inspirantes-wapi-networking-731191482407?aff=ebdssbdestsearch,"mer. 15 nov., 08:15",Rue Carlos Gallaix 191,"10,00 €"
GLUTEI SFIZIOSI & Friends,https://www.eventbrite.com/e/biglietti-glutei-sfiziosi-friends-733639273817?aff=ebdssbdestsearch,samedi prochain à 15:00,Parco Benedetto Castelli,"18,00 €"
BBQ ACADEMY SPECIAL | The Italian classics,https://www.eventbrite.it/e/biglietti-bbq-academy-special-the-italian-classics-673777435447?aff=ebdssbdestsearch,"sam. 11 nov., 15:00",Agricola,"59,00 €"
Opening Future - Gestione del tempo,https://www.eventbrite.it/e/registrazione-opening-future-gestione-del-tempo-569919944897?aff=ebdssbdestsearch,"mar. 7 nov., 18:30",OGR - Officine Grandi Riparazioni,Libre
CATCH OF THE DAY mit VDP.Weingut Heitlinger,https://www.eventbrite.de/e/catch-of-the-day-mit-vdpweingut-heitlinger-tickets-662299655097?aff=ebdssbdestsearch,"sam. 4 nov., 13:00",der Weinlobbyist – Bistro & Weinbar,"69,00 €"
Portes ouvertes La Patronnerie : Découvrez un incubateur 100% féminin !,https://www.eventbrite.fr/e/billets-portes-ouvertes-la-patronnerie-decouvrez-un-incubateur-100-feminin-652183728087?aff=ebdssbdestsearch,vendredi prochain à 10:00,La Patronnerie & La Patronnerie Shop,Libre
LMS Conference - London 2023,https://www.eventbrite.com/e/lms-conference-london-2023-tickets-605992960257?aff=ebdssbdestsearch,samedi prochain à 08:30,The Royal Marsden Conference Center,"37,92 €"
Whisky on the River,https://www.eventbrite.de/e/whisky-on-the-river-tickets-473599658327?aff=ebdssbdestsearch,"sam. 28 oct., 17:30",Schiffsanleger Grevenmacher,"125,19 €"
Sea Scouting Conference 2023,https://www.eventbrite.ie/e/sea-scouting-conference-2023-tickets-710228521627?aff=ebdssbdestsearch,"ven. 10 nov., 09:00",Talbot Hotel Wexford,"50,00 €"
DACH Sales Networking: Hamburg,https://www.eventbrite.de/e/dach-sales-networking-hamburg-tickets-728085271647?aff=ebdssbdestsearch,"jeu. 2 nov., 18:30",Puzzle Bar,"10,00 €"
Sinakon valmentava maalaustyöpaja: Minä ja vanhemmuus,https://www.eventbrite.fi/e/sinakon-valmentava-maalaustyopaja-mina-ja-vanhemmuus-tickets-709289693567?aff=ebdssbdestsearch,jeudi prochain à 17:00,Shopping Center AINOA,"79,00 €"
Creators Come Together @TheCoverClub,https://www.eventbrite.com/e/entradas-creators-come-together-thecoverclub-730256716497?aff=ebdssbdestsearch,vendredi prochain à 18:30,Sir Victor Hotel,"10,00 €"
Obiettivo vittoria - Inaugurazione di JUMP Fondazione Rui,https://www.eventbrite.it/e/biglietti-obiettivo-vittoria-inaugurazione-di-jump-fondazione-rui-728176283867?aff=ebdssbdestsearch,jeudi prochain à 18:30,Università Cattolica del Sacro Cuore - Cripta Aula Magna,Libre
AL(L) DI QUA - Sguardi trasversali sulla morte,https://www.eventbrite.it/e/biglietti-all-di-qua-sguardi-trasversali-sulla-morte-732657045947?aff=ebdssbdestsearch,samedi prochain à 10:00,Museo Etnografico del Friuli,Libre
Certificeringstraining: SMA Commercial Storage,https://www.eventbrite.fr/e/registratie-certificeringstraining-sma-commercial-storage-695305175497?aff=ebdssbdestsearch,jeudi prochain à 10:00,SMA Benelux,"299,00 €"
"POH-dag 2023 werktitel ""Trouwens, hoe gaat het met je?""",https://www.eventbrite.nl/e/tickets-poh-dag-2023-werktitel-trouwens-hoe-gaat-het-met-je-712819140237?aff=ebdssbdestsearch,"jeu. 16 nov., 09:00",Bovenkerkerweg 81,"75,00 €"
Halloween marche solidaire sans différence Marcinelle 2023,https://www.eventbrite.com/e/billets-halloween-marche-solidaire-sans-difference-marcinelle-2023-735333902497?aff=ebdssbdestsearch,"mar. 31 oct., 15:00",Rue Tienne Bricout,Libre
Influencer Marketing 2023,https://www.eventbrite.it/e/registrazione-influencer-marketing-2023-684846443147?aff=ebdssbdestsearch,"mar. 21 nov., 09:00",Teatro Franco Parenti,Libre
"Jueves Toledano, sesiones de música electrónica y más. Vol.4.0",https://www.eventbrite.es/e/entradas-jueves-toledano-sesiones-de-musica-electronica-y-mas-vol40-739285231027?aff=ebdssbdestsearch,jeudi prochain à 20:30,"Plaça de la Fruita, 22","5,50 €"
Help! Ik heb een puber in huis (Tis hier geen hotel),https://www.eventbrite.nl/e/tickets-help-ik-heb-een-puber-in-huis-tis-hier-geen-hotel-682133950007?aff=ebdssbdestsearch,"mer. 1 nov., 19:00",Diekhuus Cultureel Centrum,Libre
10th Annual National Lean Healthcare Symposium,https://www.eventbrite.ie/e/10th-annual-national-lean-healthcare-symposium-tickets-689132342387?aff=ebdssbdestsearch,"ven. 10 nov., 08:30",Croke Park Meetings & Events,Libre
Eventübernachtung Whisky on the River -  Fourside Plaza Hotel Trier,https://www.eventbrite.de/e/eventubernachtung-whisky-on-the-river-fourside-plaza-hotel-trier-tickets-524697553507?aff=ebdssbdestsearch,samedi prochain à 15:00,FourSide Plaza Hotel Trier,"125,19 €"
AAV Regiofeest,https://www.eventbrite.com/e/tickets-aav-regiofeest-693920885047?aff=ebdssbdestsearch,"ven. 3 nov., 20:00",Rotterdam,"22,17 €"
3-Türme im Dresdner Süden (nur für Große),https://www.eventbrite.de/e/3-turme-im-dresdner-suden-nur-fur-groe-registrierung-727377123557?aff=ebdssbdestsearch,"mer. 22 nov., 11:00",Bienertmühle Dresden-Plauen,"19,00 €"
Mr. Scruff  x Luke Una,https://www.eventbrite.ie/e/mr-scruff-x-luke-una-tickets-703695721847?aff=ebdssbdestsearch,"sam. 28 oct., 23:00",Cyprus Avenue,"27,50 €"
Das Damenkränzchen - Inspiration und Netzwerken für selbständige Frauen,https://www.eventbrite.de/e/das-damenkranzchen-inspiration-und-netzwerken-fur-selbstandige-frauen-tickets-720434979417?aff=ebdssbdestsearch,demain à 18:00,Platzhirsch Café Lounge,"19,00 €"
Websummit Warm Up Rooftop Party,https://www.eventbrite.ch/e/websummit-warm-up-rooftop-party-tickets-729520845487?aff=ebdssbdestsearch,"dim. 12 nov., 15:30",Go A Lisboa Rooftop - Restaurant & Bar,"0,00 €"
2023 KRSP Halloween Learn to Cycle for children of all abilities 5-7 years,https://www.eventbrite.ie/e/2023-krsp-halloween-learn-to-cycle-for-children-of-all-abilities-5-7-years-tickets-728328138067?aff=ebdssbdestsearch,"mer. 1 nov., 14:00",St John's Senior School,"15,00 €"
Mental Health in the Workplace Summit 2023,https://www.eventbrite.com/e/bilhetes-mental-health-in-the-workplace-summit-2023-730522060147?aff=ebdssbdestsearch,mercredi prochain à 08:00,Auditório EDP S.A.,Libre
The Bonn Players present -  Season's Greetings by Alan Ayckbourn,https://www.eventbrite.de/e/the-bonn-players-present-seasons-greetings-by-alan-ayckbourn-tickets-727368668267?aff=ebdssbdestsearch,"ven. 17 nov., 19:00",Brotfabrik Bühne Bonn,"17,17 €"
"Weekend Festival Pass Author Events: Friday, Saturday & Sunday SOLD OUT",https://www.eventbrite.ie/e/weekend-festival-pass-author-events-friday-saturday-sunday-sold-out-tickets-699704975417?aff=ebdssbdestsearch,"ven. 17 nov., 15:00",Dingle Bookshop,"97,50 €"
Visita los tres cementerios de Hoyo,https://www.eventbrite.es/e/entradas-visita-los-tres-cementerios-de-hoyo-725975441087?aff=ebdssbdestsearch,"dim. 29 oct., 10:00",Plaza Mayor Hoyo de Manzanares,Libre
Tecniche e Storie di Jonathan Stroud,https://www.eventbrite.it/e/biglietti-tecniche-e-storie-di-jonathan-stroud-736340122127?aff=ebdssbdestsearch,"sam. 4 nov., 10:00",SI4 - SPAZIO WORKSHOP CARDUCCI,Libre
Isagenix Academy Belgium,https://www.eventbrite.co.uk/e/tickets-isagenix-academy-belgium-722060471307?aff=ebdssbdestsearch,"dim. 26 nov., 10:00","Radisson Blu Astrid Hotel, Antwerp","10,00 €"
Heaven's Door Revival XI,https://www.eventbrite.nl/e/tickets-heavens-door-revival-xi-663235825207?aff=ebdssbdestsearch,"sam. 28 oct., 18:00",OC Vondel,"20,07 €"
"Philipp Maderthaner  ""Hoch hinaus, jetzt erst recht!"" (Graz)",https://www.eventbrite.at/e/philipp-maderthaner-hoch-hinaus-jetzt-erst-recht-graz-tickets-687809686287?aff=ebdssbdestsearch,"sam. 4 nov., 18:00",Orpheum Graz,"49,00 €"
Concertina Workshop with Greta Curtin,https://www.eventbrite.ie/e/concertina-workshop-with-greta-curtin-tickets-709437274987?aff=ebdssbdestsearch,samedi prochain à 11:00,St Patrick’s Secondary School,"17,07 €"
Aperibusiness in-Lire Umbria | Un Circuito in evoluzione,https://www.eventbrite.it/e/biglietti-aperibusiness-in-lire-umbria-un-circuito-in-evoluzione-723252095487?aff=ebdssbdestsearch,mercredi prochain à 18:00,Villa Taticchi,"0,00 €"
IRISSCERT Annual Cybercrime Conference 2023,https://www.eventbrite.ie/e/irisscert-annual-cybercrime-conference-2023-tickets-667424894827?aff=ebdssbdestsearch,"jeu. 16 nov., 09:00",The Aviva Stadium,"50,00 €"
Cultursquare : Stand Up Comedy Show,https://www.eventbrite.co.uk/e/cultursquare-stand-up-comedy-show-tickets-723961437147?aff=ebdssbdestsearch,mercredi prochain à 19:00,Silversquare Bailli - Coworking space in Brussels,Libre
UBT Center for Leadership - Leadership Conference,https://www.eventbrite.com/e/ubt-center-for-leadership-leadership-conference-tickets-721095645487?aff=ebdssbdestsearch,samedi prochain à 09:00,Universiteti për Biznes dhe Teknologji,"0,00 €"
Captain Cruise Beurs 11 november 2023,https://www.eventbrite.nl/e/tickets-captain-cruise-beurs-11-november-2023-728711374337?aff=ebdssbdestsearch,"sam. 11 nov., 10:30",Van der Valk Hotel Delft A4,Libre
"Fr, 03.11. | 10 -16 Uhr I Workshop „Overlay“ |  Für 8 bis 12- Jährige",https://www.eventbrite.de/e/fr-0311-10-16-uhr-i-workshop-overlay-fur-8-bis-12-jahrige-tickets-718476180597?aff=ebdssbdestsearch,"ven. 3 nov., 10:00",MIXT Kinderkunsthaus gGmbH,"64,74 €"
Stone Lithography Weekend Course,https://www.eventbrite.ie/e/stone-lithography-weekend-course-tickets-482604261337?aff=ebdssbdestsearch,"sam. 18 nov., 10:00",Cork Printmakers,"300,00 €"
Poetry Workshop with Victoria Kennefick,https://www.eventbrite.ie/e/poetry-workshop-with-victoria-kennefick-tickets-690159815587?aff=ebdssbdestsearch,"ven. 17 nov., 10:00","The Dingle Hub Cooleen Business Centre, Emlagh West, Dingle, Co. Kerry, V92 P9NX","86,78 €"
Talk im FÄHRHAUS,https://www.eventbrite.de/e/talk-im-fahrhaus-tickets-694593105677?aff=ebdssbdestsearch,mardi prochain à 20:00,FÄHRHAUS,"20,00 €"
16.11.2023 - Kochkurs – Wild(e) Leckereien,https://www.eventbrite.de/e/16112023-kochkurs-wilde-leckereien-tickets-488933442087?aff=ebdssbdestsearch,"jeu. 16 nov., 18:30",ü-Küchen OHG,"129,03 €"
The Danceworld Express (Ballina Superstars),https://www.eventbrite.ie/e/the-danceworld-express-ballina-superstars-tickets-704494330507?aff=ebdssbdestsearch,"dim. 17 déc., 16:00",TF Royal Hotel & Theatre,"17,07 €"
The Man In The Womans Shoes,https://www.eventbrite.ie/e/the-man-in-the-womans-shoes-tickets-668143524267?aff=ebdssbdestsearch,"sam. 2 déc., 21:00",Ballinglen Museum of Art,"16,00 €"
Fiera Sposo&Sposa Ottobre 2023,https://www.eventbrite.it/e/biglietti-fiera-spososposa-ottobre-2023-670605016657?aff=ebdssbdestsearch,vendredi prochain à 14:00,Udine e Gorizia Fiere SpA,Libre
Sinakon valmentava maalaustyöpaja: Minä ja urapolkuni,https://www.eventbrite.fi/e/sinakon-valmentava-maalaustyopaja-mina-ja-urapolkuni-tickets-709291910197?aff=ebdssbdestsearch,"lun. 30 oct., 17:00",Shopping Center AINOA,"79,00 €"
HALLOWEEN ROCKT! Party,https://www.eventbrite.de/e/halloween-rockt-party-tickets-695985761147?aff=ebdssbdestsearch,"mar. 31 oct., 20:00",HALLOWEEN ROCKT!,"13,96 €"
Rigoladrink N°97 - octobre 2023 : Spécial Hallowee,https://www.eventbrite.fr/e/inscription-rigoladrink-n97-octobre-2023-special-hallowee-725740568577?aff=ebdssbdestsearch,"mar. 31 oct., 19:00",Best Western - Why Hotel,"15,00 €"
Meeting C++ 2023,https://www.eventbrite.de/e/meeting-c-2023-tickets-616071405157?aff=ebdssbdestsearch,"dim. 12 nov., 08:00",Vienna House by Wyndham Andel’s Berlin,"158,19 €"
Marrakech short Film Festival Screening,https://www.eventbrite.com/e/marrakech-short-film-festival-screening-tickets-728694614207?aff=ebdssbdestsearch,vendredi prochain à 19:30,Cyber Parc Arsat Moulay Abdeslam,Libre
Púca Spooka - Tullamore - Sun 29 Oct 4:00pm Timeslot,https://www.eventbrite.ie/e/puca-spooka-tullamore-sun-29-oct-400pm-timeslot-tickets-721707064257?aff=ebdssbdestsearch,"dim. 29 oct., 16:00",Lloyd Town Park,"0,00 €"
BSidesLisbon 2023,https://www.eventbrite.co.uk/e/bsideslisbon-2023-tickets-681746942457?aff=ebdssbdestsearch,"jeu. 16 nov., 13:00",Auditório FMD-UL,"10,00 €"
Tea&Books,https://www.eventbrite.it/e/biglietti-teabooks-741954344417?aff=ebdssbdestsearch,"dim. 29 oct., 16:30","Via Corte Vecchia, 44","17,22 €"
